""	"Species"	"Logger.MiniDOT"	"Family"	"N"	"Proportion"	"sd"	"se"	"ci"
"417"	"Siderastrea siderea"	"4"	"Bacteroidales"	4	0.000161377149994663	0.000163676251045123	8.18381255225615e-05	0.00026044544020062
"418"	"Siderastrea siderea"	"4"	"Desulfovibrionaceae"	4	0.00176702231652803	0.000978705624145843	0.000489352812072921	0.00155733904876166
"419"	"Siderastrea siderea"	"4"	"MSBL8"	4	1.75905208201404e-05	3.51810416402809e-05	1.75905208201404e-05	5.59808879920721e-05
"420"	"Siderastrea siderea"	"4"	"Francisellaceae"	4	0.00396193133022497	0.00165325817294908	0.000826629086474542	0.00263070268209095
"421"	"Siderastrea siderea"	"4"	"Family_XIII"	4	2.81448333122247e-05	5.62896666244494e-05	2.81448333122247e-05	8.95694207873153e-05
"422"	"Siderastrea siderea"	"4"	"Spirochaetaceae"	4	0.000608614435652508	0.00032700476517133	0.000163502382585665	0.000520337553364833
"423"	"Siderastrea siderea"	"4"	"Clostridiaceae"	4	8.40784996439028e-05	0.000168156999287806	8.40784996439028e-05	0.000267575310545536
"424"	"Siderastrea siderea"	"4"	"Clostridiales"	4	0	0	0	0
"425"	"Siderastrea siderea"	"4"	"Desulfobacteraceae"	4	0.00528262314538887	0.00259651260504254	0.00129825630252127	0.00413163097327011
"426"	"Siderastrea siderea"	"4"	"Clostridiaceae_4"	4	2.88800323456362e-05	5.77600646912725e-05	2.88800323456362e-05	9.1909152234844e-05
"427"	"Siderastrea siderea"	"4"	"Lachnospiraceae"	4	0.000202675316629403	0.00034283877104656	0.00017141938552328	0.000545532990112566
"428"	"Siderastrea siderea"	"4"	"Firmicutes"	4	3.16629374762528e-05	6.33258749525056e-05	3.16629374762528e-05	0.00010076559838573
"429"	"Siderastrea siderea"	"4"	"Midichloriaceae"	4	0.0367683135467726	0.020226933384541	0.0101134666922705	0.0321855647084261
"430"	"Siderastrea siderea"	"4"	"Peptostreptococcaceae"	4	0.00055172862642691	0.000501910623678688	0.000250955311839344	0.000798651804954441
"431"	"Siderastrea siderea"	"4"	"Bacteroidetes_BD2-2"	4	0.000577354850205817	0.000590416287791756	0.000295208143895878	0.000939484066831098
"432"	"Siderastrea siderea"	"4"	"Fusobacteriaceae"	4	0.000549218676193077	0.00053347192080638	0.00026673596040319	0.000848872871671433
"433"	"Siderastrea siderea"	"4"	"Izimaplasmataceae"	4	0	0	0	0
"434"	"Siderastrea siderea"	"4"	"Desulfobulbaceae"	4	0.00206501784681146	0.000936183070857772	0.000468091535428886	0.00148967617746024
"435"	"Siderastrea siderea"	"4"	"OPB56"	4	5.62896666244494e-05	0.000112579333248899	5.62896666244494e-05	0.000179138841574631
"436"	"Siderastrea siderea"	"4"	"Defluviitaleaceae"	4	2.16600242592272e-05	4.33200485184543e-05	2.16600242592272e-05	6.8931864176133e-05
"437"	"Siderastrea siderea"	"4"	"Melioribacteraceae"	4	4.33200485184543e-05	8.66400970369087e-05	4.33200485184543e-05	0.000137863728352266
"438"	"Siderastrea siderea"	"4"	"P.palmC41"	4	0	0	0	0
"439"	"Siderastrea siderea"	"4"	"Vibrionaceae"	4	0.0541343196898498	0.0255097546747697	0.0127548773373848	0.0405917122567073
"440"	"Siderastrea siderea"	"4"	"Colwelliaceae"	4	0.00489595671547025	0.00196534032502574	0.000982670162512868	0.00312729502800162
"441"	"Siderastrea siderea"	"5"	"Family_XII"	3	0.00206203810400623	0.00139684576052256	0.000806469275854086	0.00346995723121265
"442"	"Siderastrea siderea"	"5"	"JTB215"	3	0	0	0	0
"443"	"Siderastrea siderea"	"5"	"Marinobacteraceae"	3	6.93244598024786e-05	0.000120073486585159	6.93244598024786e-05	0.000298279076207541
"444"	"Siderastrea siderea"	"5"	"Pseudomonadaceae"	3	7.46571105565154e-05	0.000129309908630172	7.46571105565154e-05	0.000321223620531199
"445"	"Siderastrea siderea"	"5"	"Halomonadaceae"	3	0.000645661017796482	0.000327549954993258	0.000189111054688407	0.000813679195680876
"446"	"Siderastrea siderea"	"5"	"Acholeplasmataceae"	3	0	0	0	0
"447"	"Siderastrea siderea"	"5"	"Shewanellaceae"	3	0.00317562375016563	0.00289696869150886	0.00167256565387656	0.00719646917633717
"448"	"Siderastrea siderea"	"5"	"Nitrincolaceae"	3	0.00920945322207439	0.00394597636033396	0.00227821051385471	0.00980234868638091
"449"	"Siderastrea siderea"	"5"	"Rhodospirillales"	3	0.00496824992404994	0.00809187941945512	0.0046718487610724	0.0201013428248048
"450"	"Siderastrea siderea"	"5"	"Arcobacteraceae"	3	0.0182004224227675	0.00402414858272788	0.00232334326749699	0.00999653925204097
"451"	"Siderastrea siderea"	"5"	"Marinifilaceae"	3	0.000114572639459869	0.000103064620955132	5.9504386652372e-05	0.000256026711661896
"452"	"Siderastrea siderea"	"5"	"Clostridiaceae_1"	3	0.000112360225061626	9.31189369391602e-05	5.37622433084759e-05	0.000231320262928669
"453"	"Siderastrea siderea"	"5"	"Izimaplasmatales"	3	1.33447208284403e-05	2.31137344876812e-05	1.33447208284403e-05	5.7417699500233e-05
"454"	"Siderastrea siderea"	"5"	"Marinilabiliaceae"	3	0.000921739981671242	0.00108547966795069	0.000626701978491197	0.00269648097849454
"455"	"Siderastrea siderea"	"5"	"Prolixibacteraceae"	3	0.000928855734823597	0.000414623894355225	0.00023938321701844	0.0010299828521606
"456"	"Siderastrea siderea"	"5"	"Mollicutes_RF39"	3	0	0	0	0
"457"	"Siderastrea siderea"	"5"	"Bacteroidales"	3	0.000299728708426959	0.000294162612542594	0.000169834863536991	0.00073074043920406
"458"	"Siderastrea siderea"	"5"	"Desulfovibrionaceae"	3	0.00396493427190928	0.00109245469049731	0.000630729009636089	0.00271380789504289
"459"	"Siderastrea siderea"	"5"	"MSBL8"	3	0	0	0	0
"460"	"Siderastrea siderea"	"5"	"Francisellaceae"	3	0.00443448687538906	0.000756204779652866	0.000436595033095064	0.00187851681094153
"461"	"Siderastrea siderea"	"5"	"Family_XIII"	3	0	0	0	0
"462"	"Siderastrea siderea"	"5"	"Spirochaetaceae"	3	0.00139554600418415	0.000503883054105655	0.000290917016927991	0.00125171489701579
"463"	"Siderastrea siderea"	"5"	"Clostridiaceae"	3	9.99840311852374e-05	8.71828121001069e-05	5.03350200347053e-05	0.000216574111354318
"464"	"Siderastrea siderea"	"5"	"Clostridiales"	3	5.32630261388301e-05	9.22542674373229e-05	5.32630261388301e-05	0.000229172304810954
"465"	"Siderastrea siderea"	"5"	"Desulfobacteraceae"	3	0.0109284081249262	0.00570279806971289	0.00329251200068282	0.0141665357474708
"466"	"Siderastrea siderea"	"5"	"Clostridiaceae_4"	3	5.32630261388301e-05	9.22542674373229e-05	5.32630261388301e-05	0.000229172304810954
"467"	"Siderastrea siderea"	"5"	"Lachnospiraceae"	3	0.000405886154699846	0.000405616343713219	0.000234182705230539	0.00100760685592029
"468"	"Siderastrea siderea"	"5"	"Firmicutes"	3	0.000106653015080736	0.000184728440900245	0.000106653015080736	0.000458890886473141
"469"	"Siderastrea siderea"	"5"	"Midichloriaceae"	3	0.0399425097830009	0.00735922861150022	0.00424885261987765	0.0182813373232197
"470"	"Siderastrea siderea"	"5"	"Peptostreptococcaceae"	3	6.39918090484418e-05	0.000110837064540147	6.39918090484418e-05	0.000275334531883884
"471"	"Siderastrea siderea"	"5"	"Bacteroidetes_BD2-2"	3	0.00102545407456368	0.000856726172256006	0.000494631086173803	0.00212822579314465
"472"	"Siderastrea siderea"	"5"	"Fusobacteriaceae"	3	0.000639281676838311	0.000411059448083773	0.000237325283004105	0.00102112827675618
"473"	"Siderastrea siderea"	"5"	"Izimaplasmataceae"	3	0	0	0	0
"474"	"Siderastrea siderea"	"5"	"Desulfobulbaceae"	3	0.00652313583294438	0.000449251681197701	0.000259375579073385	0.00111600304333045
"475"	"Siderastrea siderea"	"5"	"OPB56"	3	5.33526954270646e-05	4.62048062982847e-05	2.66763573541692e-05	0.000114779101789688
"476"	"Siderastrea siderea"	"5"	"Defluviitaleaceae"	3	0.000115480461417419	0.000120079653533471	6.93280202917463e-05	0.000298294395756408
"477"	"Siderastrea siderea"	"5"	"Melioribacteraceae"	3	0.000261077702042421	0.000281471304281777	0.000162507533296239	0.000699213481741916
"478"	"Siderastrea siderea"	"5"	"P.palmC41"	3	0.000678255267084316	0.00105600534899322	0.000609684972506922	0.00262326271124413
"479"	"Siderastrea siderea"	"5"	"Vibrionaceae"	3	0.108197925480569	0.0894361983595459	0.0516360131981806	0.222171833140531
"480"	"Siderastrea siderea"	"5"	"Colwelliaceae"	3	0.0126351143427983	0.00251863547122051	0.0014541348672997	0.00625663735621094
"481"	"Siderastrea siderea"	"8"	"Family_XII"	3	0.000878070366294212	0.000395956472362241	0.000228605575905715	0.000983610405206671
"482"	"Siderastrea siderea"	"8"	"JTB215"	3	0	0	0	0
"483"	"Siderastrea siderea"	"8"	"Marinobacteraceae"	3	0	0	0	0
"484"	"Siderastrea siderea"	"8"	"Pseudomonadaceae"	3	0.000277638258128051	0.000401159818753413	0.000231609729345344	0.00099653623420428
"485"	"Siderastrea siderea"	"8"	"Halomonadaceae"	3	0.00235821198288587	0.00295768014049657	0.00170761742529251	0.00734728477630255
"486"	"Siderastrea siderea"	"8"	"Acholeplasmataceae"	3	0.000204182229744312	0.00010693873991452	6.17411102764476e-05	0.00026565055666872
"487"	"Siderastrea siderea"	"8"	"Shewanellaceae"	3	0.00149752057780691	0.00158151079119004	0.00091308568101987	0.00392869059793529
"488"	"Siderastrea siderea"	"8"	"Nitrincolaceae"	3	0.0213515242671645	0.0310463413083515	0.0179246135117297	0.0771233872559479
"489"	"Siderastrea siderea"	"8"	"Rhodospirillales"	3	0.00043941271612309	0.000444323129458423	0.000256530078399997	0.00110375984209059
"490"	"Siderastrea siderea"	"8"	"Arcobacteraceae"	3	0.0121532454983796	0.00793074498688286	0.00457881775305109	0.0197010627041906
"491"	"Siderastrea siderea"	"8"	"Marinifilaceae"	3	0.00108305747845849	0.000497715242309728	0.000287356029127302	0.00123639320313455
"492"	"Siderastrea siderea"	"8"	"Clostridiaceae_1"	3	0	0	0	0
"493"	"Siderastrea siderea"	"8"	"Izimaplasmatales"	3	0	0	0	0
"494"	"Siderastrea siderea"	"8"	"Marinilabiliaceae"	3	0.000287956780489654	0.000338800776196691	0.000195606719338814	0.000841627784920484
"495"	"Siderastrea siderea"	"8"	"Prolixibacteraceae"	3	0.00148169367441598	0.000792413805360047	0.000457500323834199	0.00196846501720648
"496"	"Siderastrea siderea"	"8"	"Mollicutes_RF39"	3	1.98623144363274e-05	3.44025377596278e-05	1.98623144363274e-05	8.54606414286061e-05
"497"	"Siderastrea siderea"	"8"	"Bacteroidales"	3	0.000180270942071698	9.56445024663452e-05	5.52203792454523e-05	0.000237594115498246
"498"	"Siderastrea siderea"	"8"	"Desulfovibrionaceae"	3	0.00169676845951034	0.000496366186428445	0.000286577151351091	0.0012330419625446
"499"	"Siderastrea siderea"	"8"	"MSBL8"	3	0	0	0	0
"500"	"Siderastrea siderea"	"8"	"Francisellaceae"	3	0.0163741402083625	0.0129915739861955	0.00750068873812689	0.0322728588741027
"501"	"Siderastrea siderea"	"8"	"Family_XIII"	3	5.08672872475711e-05	8.81047259559936e-05	5.08672872475711e-05	0.000218864272330712
"502"	"Siderastrea siderea"	"8"	"Spirochaetaceae"	3	0.00105321245133037	0.000845903676652714	0.000488382715423938	0.00210134122368126
"503"	"Siderastrea siderea"	"8"	"Clostridiaceae"	3	9.32566932872137e-05	0.000161525330919322	9.32566932872137e-05	0.000401251165939638
"504"	"Siderastrea siderea"	"8"	"Clostridiales"	3	0	0	0	0
"505"	"Siderastrea siderea"	"8"	"Desulfobacteraceae"	3	0.0128067377301422	0.0144537175615477	0.00834485772495041	0.0359050248696288
"506"	"Siderastrea siderea"	"8"	"Clostridiaceae_4"	3	8.47788120792851e-05	0.000146841209926656	8.47788120792852e-05	0.000364773787217853
"507"	"Siderastrea siderea"	"8"	"Lachnospiraceae"	3	0.000314394685447382	0.000198068589544125	0.00011435495349131	0.000492029652799758
"508"	"Siderastrea siderea"	"8"	"Firmicutes"	3	0	0	0	0
"509"	"Siderastrea siderea"	"8"	"Midichloriaceae"	3	0.0182114765702168	0.01061476961554	0.00612844009491789	0.0263685495035045
"510"	"Siderastrea siderea"	"8"	"Peptostreptococcaceae"	3	0.000312877563515707	0.000341062584031555	0.000196912574701127	0.000847246427059801
"511"	"Siderastrea siderea"	"8"	"Bacteroidetes_BD2-2"	3	0.000728553883267317	0.000206269128976174	0.000119089537139903	0.000512400922059606
"512"	"Siderastrea siderea"	"8"	"Fusobacteriaceae"	3	0.000853574530952772	0.000342103148746599	0.000197513345019467	0.000849831333109958
"513"	"Siderastrea siderea"	"8"	"Izimaplasmataceae"	3	0	0	0	0
"514"	"Siderastrea siderea"	"8"	"Desulfobulbaceae"	3	0.00521815922844038	0.00428474471105593	0.00247379851233696	0.0106438959219568
"515"	"Siderastrea siderea"	"8"	"OPB56"	3	0.00013466543772204	9.49902546485225e-05	5.48426490917156e-05	0.000235968873821162
"516"	"Siderastrea siderea"	"8"	"Defluviitaleaceae"	3	4.36970917599202e-05	7.56855830711812e-05	4.36970917599202e-05	0.000188013411142934
"517"	"Siderastrea siderea"	"8"	"Melioribacteraceae"	3	0.000273132839807388	0.000383956749222976	0.000221677532521059	0.00095380144042586
"518"	"Siderastrea siderea"	"8"	"P.palmC41"	3	0.00017033235444545	0.000178534749484357	0.000103077085674496	0.000443504904051988
"519"	"Siderastrea siderea"	"8"	"Vibrionaceae"	3	0.0345983615949981	0.0109944169809646	0.00634762960354288	0.0273116458411223
"520"	"Siderastrea siderea"	"8"	"Colwelliaceae"	3	0.0114794627596918	0.00446820699919359	0.00257972051377939	0.0110996415106036
"521"	"Siderastrea siderea"	"9"	"Family_XII"	3	0.00396379908762245	0.00349187161922699	0.00201603301933632	0.00867428997391246
"522"	"Siderastrea siderea"	"9"	"JTB215"	3	0	0	0	0
"523"	"Siderastrea siderea"	"9"	"Marinobacteraceae"	3	0.00176522571323775	0.00116464678206954	0.000672409133138681	0.00289314299220762
"524"	"Siderastrea siderea"	"9"	"Pseudomonadaceae"	3	0.00684026226496879	0.00695612492218317	0.00401612059633912	0.0172799722468415
"525"	"Siderastrea siderea"	"9"	"Halomonadaceae"	3	0.00138346407286915	0.00224573228449288	0.0012965741389798	0.00557870825840398
"526"	"Siderastrea siderea"	"9"	"Acholeplasmataceae"	3	0.000325385432159526	0.000334637721863676	0.000193203178798997	0.000831286184655776
"527"	"Siderastrea siderea"	"9"	"Shewanellaceae"	3	0.00257174016332761	0.0015688243019797	0.000905761133059206	0.00389717561165816
"528"	"Siderastrea siderea"	"9"	"Nitrincolaceae"	3	0.01640848643646	0.0152773022933895	0.00882035459157974	0.0379509227608187
"529"	"Siderastrea siderea"	"9"	"Rhodospirillales"	3	0.00109908044559066	0.00114098204538832	0.000658746291045474	0.00283435652737914
"530"	"Siderastrea siderea"	"9"	"Arcobacteraceae"	3	0.0156514971447938	0.00762966035166989	0.00440498645786203	0.0189531270074295
"531"	"Siderastrea siderea"	"9"	"Marinifilaceae"	3	0.000617078553680656	0.000345179561891069	0.000199289512976566	0.00085747356701906
"532"	"Siderastrea siderea"	"9"	"Clostridiaceae_1"	3	0.000102620431534311	0.000134117472030108	7.74327585796152e-05	0.000333166270074612
"533"	"Siderastrea siderea"	"9"	"Izimaplasmatales"	3	0.000140452268084626	0.00014753227334137	8.51777977277976e-05	0.000366490483907556
"534"	"Siderastrea siderea"	"9"	"Marinilabiliaceae"	3	0.000317703252373237	8.99462202521901e-05	5.19304744751913e-05	0.000223438797757867
"535"	"Siderastrea siderea"	"9"	"Prolixibacteraceae"	3	0.0014332391292112	0.00112977111861159	0.000652273659453069	0.00280650704138942
"536"	"Siderastrea siderea"	"9"	"Mollicutes_RF39"	3	0	0	0	0
"537"	"Siderastrea siderea"	"9"	"Bacteroidales"	3	0.000574258386165616	0.000291370349366137	0.000168222749640415	0.00072380407294629
"538"	"Siderastrea siderea"	"9"	"Desulfovibrionaceae"	3	0.00836589444323749	0.00966232182784927	0.00557854410830557	0.0240025380356288
"539"	"Siderastrea siderea"	"9"	"MSBL8"	3	0	0	0	0
"540"	"Siderastrea siderea"	"9"	"Francisellaceae"	3	0.00348854210083018	0.00228082823914851	0.00131683679784769	0.00566589144289391
"541"	"Siderastrea siderea"	"9"	"Family_XIII"	3	0	0	0	0
"542"	"Siderastrea siderea"	"9"	"Spirochaetaceae"	3	0.00101444908843939	0.000637024374774783	0.000367786194256574	0.00158245627268221
"543"	"Siderastrea siderea"	"9"	"Clostridiaceae"	3	3.17970079015565e-05	5.50740332141648e-05	3.17970079015565e-05	0.000136811482845497
"544"	"Siderastrea siderea"	"9"	"Clostridiales"	3	0.000147084386323826	0.000254757630112956	0.000147084386323826	0.000632853036319736
"545"	"Siderastrea siderea"	"9"	"Desulfobacteraceae"	3	0.00931871083402552	0.00545117591984042	0.00314723788471987	0.0135414716758609
"546"	"Siderastrea siderea"	"9"	"Clostridiaceae_4"	3	9.67236406269435e-05	8.37889771675608e-05	4.83755885228146e-05	0.000208143358010925
"547"	"Siderastrea siderea"	"9"	"Lachnospiraceae"	3	0.000239130375244701	0.00019162605836823	0.000110635356382645	0.000476025518146591
"548"	"Siderastrea siderea"	"9"	"Firmicutes"	3	3.97991893276048e-05	3.50227046253621e-05	2.02203679432016e-05	8.70012213273548e-05
"549"	"Siderastrea siderea"	"9"	"Midichloriaceae"	3	0.0236794428217676	0.0165171235323281	0.00953616571762794	0.0410308094562951
"550"	"Siderastrea siderea"	"9"	"Peptostreptococcaceae"	3	0.000593101115473071	0.000668969673579929	0.000386229821121068	0.00166181279415721
"551"	"Siderastrea siderea"	"9"	"Bacteroidetes_BD2-2"	3	0.000700083252030292	0.000647006096138699	0.000373549143773007	0.0016072522431505
"552"	"Siderastrea siderea"	"9"	"Fusobacteriaceae"	3	0.000277413844824411	0.00026362390287715	0.000152203331290942	0.000654878078855934
"553"	"Siderastrea siderea"	"9"	"Izimaplasmataceae"	3	3.11997183111147e-05	5.40394972966877e-05	3.11997183111147e-05	0.000134241553158732
"554"	"Siderastrea siderea"	"9"	"Desulfobulbaceae"	3	0.00385851330569421	0.00154920083378715	0.000894431518415804	0.00384842821428572
"555"	"Siderastrea siderea"	"9"	"OPB56"	3	4.51928757695925e-05	4.39949756916014e-05	2.54005110585371e-05	0.000109289578243046
"556"	"Siderastrea siderea"	"9"	"Defluviitaleaceae"	3	7.57707444698499e-05	0.000131238779149099	7.57707444698499e-05	0.000326015200528349
"557"	"Siderastrea siderea"	"9"	"Melioribacteraceae"	3	0.000142137065486731	0.000134506795467904	7.76575345712281e-05	0.000334133403108508
"558"	"Siderastrea siderea"	"9"	"P.palmC41"	3	0	0	0	0
"559"	"Siderastrea siderea"	"9"	"Vibrionaceae"	3	0.0688914379288125	0.0518009417326766	0.029907287653637	0.128680672862323
"560"	"Siderastrea siderea"	"9"	"Colwelliaceae"	3	0.00824817427164113	0.00544099921642453	0.00314136236226325	0.0135161913431242
